TV,Radio,Social Media,Influencer_Macro,Influencer_Mega,Influencer_Micro,Influencer_Nano,Sales
93.0,26.98,6.0,0,0,0,1,327.35
39.0,8.19,1.79,0,0,0,1,139.78
22.0,5.54,3.68,0,0,1,0,80.26
19.0,7.73,2.07,1,0,0,0,66.32
63.0,19.33,6.7,0,0,0,1,225.46
66.0,19.53,3.88,0,0,0,1,235.92
92.0,31.63,2.23,0,1,0,0,327.82
84.0,28.28,3.84,0,0,0,1,299.02
47.0,13.84,2.52,0,1,0,0,166.78
46.0,14.71,0.96,0,1,0,0,166.26
45.0,18.63,1.64,0,0,0,1,168.68
59.0,23.06,2.52,0,0,1,0,207.2
15.0,3.01,4.31,0,0,1,0,51.38
11.0,0.04,0.27,1,0,0,0,34.06
88.0,35.93,8.67,0,0,1,0,311.91
21.0,6.33,1.73,1,0,0,0,78.82
65.0,25.29,12.05,0,1,0,0,228.45
91.0,27.85,7.91,1,0,0,0,327.3
74.0,26.33,0.2,1,0,0,0,267.46
90.0,28.59,4.51,0,0,0,1,319.48
58.0,20.91,4.01,0,1,0,0,210.17
62.0,27.34,1.91,0,1,0,0,221.54
69.0,26.11,2.02,0,0,0,1,244.27
14.0,4.43,0.64,0,1,0,0,48.5
51.0,11.94,1.37,1,0,0,0,180.27
17.0,6.64,0.89,0,0,0,1,57.85
89.0,22.22,4.8,0,0,1,0,321.56
12.0,3.19,1.05,0,0,1,0,40.59
77.0,28.85,2.08,0,0,0,1,277.75
35.0,14.31,1.27,0,1,0,0,123.47
45.0,16.52,6.97,0,0,1,0,160.17
69.0,21.53,0.81,1,0,0,0,244.36
36.0,12.46,1.92,0,0,0,1,130.31
90.0,30.76,3.52,0,0,0,1,320.16
68.0,18.55,3.9,0,1,0,0,246.53
97.0,32.66,3.4,0,0,1,0,342.13
88.0,20.36,5.25,1,0,0,0,313.6
37.0,18.12,3.86,0,0,0,1,129.22
26.0,12.89,4.69,0,0,1,0,91.42
100.0,35.0,3.44,0,0,1,0,354.62
85.0,24.16,4.22,0,1,0,0,303.3
55.0,24.07,5.37,1,0,0,0,194.56
52.0,20.3,4.28,1,0,0,0,184.97
34.0,11.61,3.24,0,0,1,0,114.7
70.0,23.32,5.45,0,0,1,0,249.27
34.0,12.36,5.47,0,1,0,0,121.71
74.0,28.3,5.04,0,0,0,1,260.1
20.0,6.66,0.66,0,0,0,1,74.79
76.0,21.01,4.47,0,0,1,0,275.74
50.0,11.76,0.7,0,0,1,0,173.19
33.0,10.18,1.87,1,0,0,0,117.55
14.0,1.17,2.4,1,0,0,0,47.39
34.0,8.96,2.89,1,0,0,0,123.35
47.0,12.0,2.84,0,0,0,1,172.27
79.0,28.99,5.71,0,1,0,0,287.58
17.0,7.09,0.27,0,0,1,0,56.97
52.0,15.04,2.27,0,1,0,0,182.73
38.0,14.03,0.3,1,0,0,0,141.22
86.0,27.94,6.38,1,0,0,0,307.72
33.0,3.89,2.28,0,1,0,0,116.02
33.0,8.23,1.83,0,0,1,0,118.46
23.0,12.16,2.92,1,0,0,0,85.09
66.0,16.43,3.24,1,0,0,0,236.89
69.0,21.32,4.85,0,0,0,1,249.21
96.0,31.45,5.4,0,1,0,0,343.91
20.0,8.56,2.26,0,1,0,0,79.28
43.0,17.61,1.79,0,0,0,1,149.41
59.0,21.49,1.53,1,0,0,0,205.68
40.0,23.74,2.67,1,0,0,0,137.17
16.0,2.45,0.87,1,0,0,0,61.06
100.0,36.07,7.34,0,0,1,0,353.62
87.0,27.0,1.87,0,0,1,0,312.15
37.0,14.08,0.28,0,0,0,1,131.67
26.0,2.41,1.13,0,1,0,0,93.18
21.0,1.09,1.23,0,0,0,1,75.26
86.0,18.91,4.17,0,0,1,0,305.2
95.0,25.73,2.27,0,0,0,1,336.66
88.0,32.85,6.45,1,0,0,0,310.74
79.0,23.39,5.08,0,0,0,1,281.86
93.0,34.11,2.79,0,0,0,1,329.17
49.0,10.55,0.34,1,0,0,0,178.56
39.0,10.43,4.38,1,0,0,0,138.43
53.0,25.16,5.69,0,0,1,0,186.53
49.0,14.16,1.04,0,0,1,0,173.8
78.0,21.17,1.52,0,0,0,1,279.84
95.0,28.46,3.6,0,1,0,0,344.92
55.0,20.87,2.84,0,1,0,0,193.9
90.0,24.75,7.06,0,1,0,0,323.86
20.0,7.83,4.78,0,1,0,0,71.07
57.0,16.22,2.82,0,0,0,1,209.54
37.0,7.14,2.66,0,0,0,1,129.89
49.0,18.91,0.75,1,0,0,0,172.25
31.0,12.53,2.69,0,0,0,1,114.05
16.0,1.58,2.04,0,0,1,0,59.08
24.0,11.02,0.76,1,0,0,0,86.74
62.0,17.84,3.98,0,0,1,0,222.54
99.0,35.24,2.68,0,1,0,0,353.1
99.0,29.66,7.73,0,0,1,0,353.55
75.0,21.57,6.51,0,0,1,0,267.85
68.0,11.15,3.6,0,1,0,0,240.96
98.0,34.89,6.59,0,0,0,1,352.32
26.0,10.72,2.63,1,0,0,0,90.79
15.0,1.62,0.26,0,0,0,1,56.22
75.0,24.77,8.78,0,0,1,0,264.83
61.0,9.88,1.44,0,0,0,1,213.07
16.0,3.82,0.33,1,0,0,0,53.22
53.0,19.36,1.65,0,0,0,1,189.66
13.0,1.43,1.66,0,0,1,0,46.63
62.0,21.57,1.05,0,0,0,1,219.9
21.0,6.75,1.97,1,0,0,0,75.12
61.0,26.02,4.54,0,0,1,0,216.55
13.0,1.52,3.52,0,0,0,1,51.34
67.0,23.74,2.23,0,0,1,0,237.02
90.0,30.46,6.35,0,1,0,0,315.18
50.0,21.86,5.99,0,0,0,1,176.92
12.0,7.53,4.35,0,0,0,1,45.37
75.0,20.3,8.64,0,0,0,1,268.57
60.0,31.92,1.64,1,0,0,0,215.76
74.0,22.32,4.0,1,0,0,0,266.36
10.0,2.69,2.55,0,1,0,0,37.08
54.0,13.69,0.86,0,0,0,1,199.03
40.0,9.95,0.5,0,0,0,1,146.89
51.0,27.46,1.95,0,0,1,0,181.34
80.0,19.33,2.66,1,0,0,0,286.72
14.0,2.65,2.18,0,0,0,1,55.57
29.0,8.94,2.72,0,0,0,1,105.32
61.0,9.57,1.85,0,0,0,1,215.91
83.0,31.89,3.04,0,0,1,0,296.24
15.0,7.63,1.46,0,0,0,1,55.45
39.0,21.55,3.29,0,0,1,0,145.71
58.0,20.76,4.16,0,1,0,0,208.81
64.0,20.53,4.25,0,0,1,0,226.78
59.0,21.19,1.12,0,0,0,1,206.62
89.0,30.51,9.43,1,0,0,0,314.25
64.0,26.38,3.72,0,1,0,0,225.78
14.0,2.36,1.14,0,0,1,0,50.5
54.0,13.1,1.75,0,1,0,0,195.82
40.0,6.15,5.96,0,1,0,0,143.18
23.0,9.67,3.65,0,0,0,1,77.79
67.0,22.28,5.02,0,1,0,0,237.49
37.0,4.54,0.81,0,1,0,0,128.11
33.0,20.81,4.44,0,1,0,0,118.5
97.0,29.95,4.77,0,1,0,0,345.95
67.0,16.71,2.66,1,0,0,0,238.33
27.0,2.74,0.29,0,1,0,0,96.02
46.0,13.78,0.18,1,0,0,0,164.26
17.0,6.93,1.75,1,0,0,0,60.64
70.0,25.14,3.42,0,0,0,1,248.98
97.0,30.54,8.85,0,1,0,0,348.45
100.0,30.11,8.05,0,1,0,0,357.79
18.0,1.48,2.32,0,0,0,1,59.55
63.0,15.8,4.34,1,0,0,0,225.75
47.0,15.59,4.78,0,1,0,0,166.45
77.0,25.05,4.27,0,0,0,1,270.17
60.0,17.6,1.79,1,0,0,0,217.01
12.0,5.31,0.89,0,0,1,0,40.69
58.0,21.37,4.87,1,0,0,0,209.92
66.0,18.2,6.14,0,1,0,0,236.41
98.0,37.3,5.51,0,1,0,0,346.95
23.0,14.81,1.82,0,0,1,0,80.27
29.0,4.44,3.53,0,1,0,0,104.42
57.0,2.45,1.93,0,1,0,0,201.43
10.0,1.67,5.65,0,0,1,0,34.79
97.0,34.79,5.17,0,0,1,0,344.03
62.0,13.25,2.68,0,0,0,1,218.17
78.0,31.22,7.59,0,0,0,1,270.65
32.0,21.48,3.46,1,0,0,0,113.68
56.0,21.41,3.94,0,0,1,0,199.0
44.0,12.61,2.0,0,0,1,0,158.67
25.0,15.66,4.89,0,1,0,0,93.29
46.0,7.18,3.42,1,0,0,0,166.5
49.0,17.58,1.22,1,0,0,0,173.61
84.0,28.26,5.7,0,1,0,0,298.88
12.0,6.3,0.91,0,0,1,0,40.15
99.0,34.92,6.83,0,0,0,1,355.93
47.0,12.91,1.83,0,0,0,1,172.88
31.0,10.82,0.86,1,0,0,0,107.32
64.0,22.34,0.43,0,1,0,0,225.8
88.0,25.6,4.9,0,0,1,0,314.31
94.0,21.23,4.1,0,1,0,0,334.25
13.0,11.97,0.12,0,1,0,0,49.5
94.0,33.99,5.49,0,0,0,1,334.79
61.0,26.82,5.59,1,0,0,0,214.35
75.0,26.58,6.14,1,0,0,0,265.22
83.0,24.14,5.2,0,0,1,0,292.31
10.0,5.3,0.9,0,1,0,0,37.07
84.0,27.3,5.08,0,0,1,0,305.18
27.0,8.36,3.83,0,0,1,0,97.93
66.0,34.39,3.76,0,1,0,0,240.89
60.0,11.2,3.28,0,0,1,0,210.07
44.0,11.82,1.84,1,0,0,0,155.63
11.0,2.48,1.48,0,0,1,0,38.87
38.0,9.95,0.71,0,0,0,1,134.4
35.0,14.58,3.27,0,0,0,1,124.18
49.0,16.59,0.39,0,0,1,0,177.31
63.0,18.66,2.15,0,0,0,1,225.85
26.0,17.18,2.97,0,0,0,1,94.5
39.0,5.04,2.01,1,0,0,0,138.86
31.0,18.13,3.43,1,0,0,0,113.55
32.0,11.86,1.79,0,1,0,0,110.38
14.0,11.24,2.6,0,1,0,0,53.87
77.0,25.47,1.83,0,1,0,0,273.8
69.0,21.05,5.6,0,0,0,1,245.64
88.0,29.44,5.52,0,0,1,0,317.16
93.0,24.64,4.86,0,1,0,0,326.04
10.0,0.57,1.07,0,0,1,0,33.72
85.0,29.57,5.65,0,0,0,1,298.31
91.0,29.48,2.5,0,0,0,1,324.87
92.0,26.89,3.89,0,0,0,1,327.87
25.0,13.97,5.21,0,1,0,0,90.63
33.0,7.84,2.11,0,0,0,1,113.4
77.0,28.47,3.44,1,0,0,0,274.91
69.0,26.95,2.11,0,0,0,1,245.33
25.0,1.25,1.76,0,1,0,0,90.04
67.0,28.21,4.03,0,0,1,0,239.6
47.0,19.6,8.16,0,1,0,0,166.98
81.0,32.48,5.07,1,0,0,0,287.92
98.0,33.8,6.85,1,0,0,0,349.64
78.0,24.74,4.86,0,0,0,1,279.52
35.0,15.07,0.93,1,0,0,0,123.57
26.0,8.87,1.9,0,0,0,1,91.71
58.0,27.23,4.97,0,0,1,0,211.73
46.0,23.82,1.63,0,0,1,0,159.45
60.0,17.22,5.41,0,1,0,0,216.67
51.0,16.17,1.9,0,0,1,0,185.05
27.0,12.25,2.03,0,1,0,0,99.96
55.0,14.66,3.82,0,0,1,0,191.52
88.0,31.06,5.6,0,0,1,0,313.12
33.0,5.34,2.32,1,0,0,0,120.25
43.0,14.62,3.61,0,0,0,1,154.26
84.0,31.22,1.94,0,0,1,0,296.62
97.0,31.42,4.02,0,0,0,1,343.48
49.0,18.61,5.17,0,0,0,1,175.54
54.0,26.81,7.63,0,1,0,0,193.87
15.0,5.56,1.21,0,1,0,0,48.28
68.0,16.85,4.99,1,0,0,0,243.39
37.0,13.34,2.53,0,0,1,0,132.88
79.0,26.74,4.03,0,0,0,1,285.68
96.0,24.6,4.15,0,0,0,1,342.96
56.0,14.68,3.73,0,0,1,0,204.11
31.0,12.33,1.45,0,1,0,0,106.76
34.0,18.15,3.1,0,0,1,0,120.11
62.0,26.57,2.25,0,1,0,0,216.25
38.0,15.2,2.35,0,0,1,0,128.99
32.0,14.49,0.93,1,0,0,0,111.19
91.0,35.49,6.48,0,0,1,0,324.63
30.0,11.88,0.52,0,0,0,1,105.54
53.0,17.71,0.67,0,0,0,1,185.03
87.0,34.45,5.83,0,1,0,0,308.22
92.0,27.87,2.77,0,0,1,0,323.4
97.0,38.91,9.09,0,0,0,1,349.39
99.0,34.48,4.93,1,0,0,0,347.55
68.0,16.41,3.08,1,0,0,0,243.34
73.0,17.2,5.27,0,1,0,0,263.01
73.0,31.85,5.43,0,1,0,0,260.14
20.0,7.33,1.59,0,0,0,1,70.88
38.0,17.17,4.12,1,0,0,0,139.0
79.0,28.23,4.77,1,0,0,0,280.32
48.0,7.4,2.93,0,0,0,1,172.52
79.0,26.66,5.06,0,1,0,0,286.07
28.0,15.99,0.83,0,1,0,0,95.67
61.0,21.98,4.02,1,0,0,0,220.84
59.0,19.16,4.83,0,0,0,1,212.41
99.0,33.38,8.15,0,0,1,0,349.64
66.0,22.43,0.87,0,0,1,0,232.41
12.0,2.69,1.87,0,1,0,0,46.74
14.0,4.7,1.33,0,1,0,0,47.21
37.0,11.56,3.2,0,0,1,0,129.18
95.0,24.08,3.54,0,0,1,0,338.3
74.0,20.72,3.56,0,0,0,1,263.53
85.0,27.47,5.02,0,0,0,1,304.92
17.0,14.69,0.47,0,1,0,0,60.57
42.0,12.06,1.47,0,0,1,0,146.82
60.0,17.89,4.22,1,0,0,0,219.15
32.0,11.22,0.66,0,0,1,0,114.73
29.0,22.06,4.37,0,0,0,1,102.16
56.0,22.66,0.48,0,1,0,0,201.98
11.0,7.32,1.17,0,0,1,0,36.97
57.0,23.27,5.74,0,0,1,0,204.24
95.0,38.05,3.18,0,0,1,0,337.02
70.0,18.4,1.65,1,0,0,0,248.03
46.0,15.43,1.02,0,1,0,0,154.83
84.0,28.06,3.42,0,0,0,1,294.02
72.0,26.45,3.51,0,0,1,0,256.37
14.0,6.17,0.9,0,0,0,1,45.77
52.0,18.25,2.75,0,0,0,1,182.78
13.0,2.88,0.22,0,0,1,0,40.57
76.0,31.36,7.21,1,0,0,0,269.95
93.0,23.01,4.43,0,0,1,0,330.74
31.0,7.68,1.44,0,0,0,1,110.03
31.0,20.51,1.58,1,0,0,0,110.64
62.0,16.99,3.78,0,1,0,0,219.17
47.0,18.77,6.3,1,0,0,0,160.5
87.0,37.93,7.08,1,0,0,0,305.29
52.0,12.04,0.37,0,0,0,1,187.71
94.0,34.83,6.01,0,1,0,0,330.31
14.0,3.49,1.66,0,0,1,0,51.37
45.0,14.18,5.55,1,0,0,0,153.58
20.0,6.53,0.39,0,1,0,0,68.65
63.0,27.0,4.8,0,0,0,1,221.14
80.0,31.6,5.41,0,1,0,0,280.21
85.0,28.2,7.59,1,0,0,0,300.02
88.0,24.63,9.75,0,0,1,0,314.49
26.0,8.09,2.68,1,0,0,0,91.57
47.0,11.61,1.82,0,0,0,1,164.68
75.0,30.5,3.85,1,0,0,0,269.87
63.0,20.17,3.55,0,0,1,0,225.46
90.0,32.9,5.08,0,0,0,1,321.53
69.0,17.55,3.14,0,0,1,0,246.24
45.0,10.91,3.19,0,1,0,0,158.31
40.0,18.15,3.23,1,0,0,0,145.52
60.0,14.86,4.61,0,0,0,1,213.0
46.0,13.18,3.24,0,0,1,0,160.1
68.0,25.61,6.46,0,0,0,1,241.03
38.0,9.06,0.89,1,0,0,0,139.23
76.0,27.6,3.3,0,0,1,0,275.43
20.0,7.76,2.57,0,1,0,0,67.57
78.0,30.88,10.19,0,1,0,0,280.19
85.0,22.86,7.51,0,0,0,1,300.25
56.0,22.81,2.53,0,1,0,0,205.48
39.0,18.17,4.85,0,0,0,1,133.42
78.0,28.72,6.85,0,0,0,1,278.85
54.0,16.18,2.09,0,0,1,0,190.25
25.0,19.23,4.73,1,0,0,0,85.64
65.0,23.25,2.46,0,0,1,0,232.11
85.0,33.42,4.97,0,1,0,0,304.3
59.0,23.46,3.67,1,0,0,0,210.49
57.0,12.48,1.32,0,1,0,0,203.95
28.0,4.5,1.91,0,0,1,0,99.74
18.0,1.86,1.07,1,0,0,0,65.06
29.0,6.04,2.69,1,0,0,0,101.72
95.0,28.04,2.83,0,1,0,0,335.6
60.0,22.6,6.9,1,0,0,0,213.72
60.0,22.52,8.21,1,0,0,0,208.83
64.0,21.48,7.19,0,0,0,1,233.4
71.0,28.99,4.51,0,0,0,1,250.15
100.0,30.45,7.9,0,1,0,0,353.75
72.0,24.5,3.52,1,0,0,0,257.44
99.0,30.97,5.59,0,0,0,1,352.82
43.0,15.03,0.74,0,1,0,0,152.05
89.0,41.55,6.95,0,0,1,0,313.06
68.0,29.22,4.41,1,0,0,0,238.09
40.0,21.79,7.45,0,0,1,0,139.52
51.0,20.67,2.29,0,0,1,0,183.62
17.0,0.0,0.67,0,0,0,1,58.1
47.0,2.01,1.07,0,0,0,1,165.58
32.0,0.08,0.64,0,1,0,0,113.3
45.0,11.86,1.58,0,0,0,1,159.51
46.0,11.41,2.69,0,1,0,0,158.8
49.0,20.77,3.69,0,0,0,1,170.2
65.0,26.97,5.27,0,0,0,1,231.35
74.0,21.97,8.2,1,0,0,0,263.43
75.0,19.52,2.01,0,0,1,0,272.41
33.0,10.4,1.32,1,0,0,0,117.75
80.0,24.74,1.47,0,1,0,0,284.17
17.0,13.33,3.85,0,1,0,0,61.4
100.0,36.76,6.26,0,0,1,0,356.44
13.0,2.81,0.6,0,1,0,0,48.16
87.0,29.11,6.43,0,0,0,1,310.05
80.0,24.01,0.28,1,0,0,0,288.66
25.0,5.31,1.46,0,0,0,1,89.76
65.0,22.51,6.52,1,0,0,0,227.62
15.0,7.65,3.48,0,0,1,0,56.35
90.0,30.82,1.89,0,0,0,1,322.85
87.0,24.74,3.61,0,1,0,0,313.19
87.0,29.33,1.62,0,0,0,1,310.12
35.0,14.82,1.77,0,0,0,1,122.07
58.0,18.25,0.46,1,0,0,0,207.28
11.0,1.53,2.41,0,0,1,0,36.97
85.0,32.62,7.46,0,1,0,0,301.71
64.0,25.28,1.8,1,0,0,0,223.86
69.0,13.21,2.51,0,1,0,0,245.46
38.0,5.43,4.68,1,0,0,0,134.78
42.0,9.04,0.4,0,0,0,1,150.46
10.0,3.78,1.19,1,0,0,0,40.7
88.0,25.79,5.87,0,1,0,0,315.09
18.0,4.32,1.38,0,1,0,0,60.91
77.0,28.54,3.71,0,1,0,0,271.69
24.0,10.27,4.11,0,0,0,1,84.2
87.0,21.66,4.34,1,0,0,0,306.9
64.0,25.14,3.25,0,0,0,1,231.66
20.0,3.66,0.9,0,0,0,1,59.49
68.0,18.71,1.95,0,1,0,0,244.41
20.0,1.96,0.87,1,0,0,0,68.33
43.0,14.92,2.36,1,0,0,0,152.21
70.0,23.18,4.58,1,0,0,0,245.51
64.0,22.86,7.6,0,0,1,0,226.73
41.0,8.21,0.05,0,0,0,1,143.49
23.0,12.37,0.56,0,0,1,0,82.78
52.0,17.3,1.34,0,0,1,0,182.69
23.0,4.52,3.66,0,0,0,1,83.35
61.0,29.99,5.49,0,0,1,0,215.15
51.0,13.87,3.55,0,0,0,1,188.09
18.0,7.93,2.36,0,1,0,0,68.21
77.0,21.27,5.22,0,0,1,0,272.87
39.0,10.89,0.11,0,0,0,1,133.68
33.0,0.95,0.66,1,0,0,0,118.09
10.0,7.09,0.62,0,0,0,1,36.56
16.0,5.67,0.71,0,0,0,1,53.79
37.0,7.77,1.8,0,0,1,0,135.72
33.0,7.05,1.94,1,0,0,0,114.68
71.0,24.38,3.05,1,0,0,0,253.86
75.0,20.62,6.52,1,0,0,0,265.82
19.0,12.52,1.92,0,0,1,0,66.91
77.0,19.19,1.97,0,0,1,0,279.22
74.0,20.4,3.94,1,0,0,0,263.22
70.0,15.29,2.44,0,0,1,0,251.76
33.0,3.93,2.38,0,1,0,0,118.51
58.0,11.77,0.1,0,0,1,0,209.29
13.0,11.95,3.33,0,0,0,1,52.44
80.0,18.78,4.05,0,0,1,0,283.54
34.0,7.77,2.77,1,0,0,0,117.97
19.0,0.19,1.24,0,1,0,0,64.57
78.0,26.83,2.39,0,0,1,0,277.97
38.0,7.88,0.92,0,0,0,1,137.59
94.0,26.87,2.59,1,0,0,0,333.05
68.0,30.36,4.3,1,0,0,0,241.28
27.0,14.02,1.09,0,0,0,1,98.93
57.0,16.69,0.67,0,1,0,0,201.08
76.0,31.21,4.29,0,1,0,0,271.22
97.0,25.47,1.53,0,0,0,1,343.67
53.0,15.31,2.28,1,0,0,0,191.48
15.0,11.36,0.86,0,1,0,0,51.32
87.0,29.35,6.94,1,0,0,0,303.59
54.0,14.12,4.22,0,0,0,1,190.28
37.0,6.46,1.33,0,0,0,1,132.43
25.0,5.74,0.24,1,0,0,0,83.43
67.0,22.05,3.38,0,1,0,0,240.36
93.0,32.52,6.43,0,0,1,0,326.65
58.0,16.22,3.39,0,1,0,0,210.52
59.0,15.42,1.71,0,1,0,0,211.18
90.0,26.77,5.96,1,0,0,0,318.55
99.0,28.34,5.94,0,1,0,0,348.27
47.0,14.27,0.45,0,1,0,0,166.35
100.0,27.32,3.27,1,0,0,0,356.26
20.0,14.14,3.89,0,0,1,0,69.83
53.0,15.74,4.22,0,1,0,0,190.68
38.0,16.09,2.53,0,0,1,0,138.03
19.0,7.53,0.66,0,0,0,1,68.49
69.0,23.0,5.94,1,0,0,0,241.18
23.0,17.88,0.72,0,0,0,1,80.76
25.0,1.83,1.47,1,0,0,0,90.3
39.0,5.91,3.59,0,1,0,0,140.02
100.0,31.65,6.52,0,0,1,0,356.52
12.0,2.2,0.17,0,0,1,0,45.0
46.0,17.95,1.64,0,0,1,0,158.67
15.0,0.62,1.58,0,0,1,0,48.2
91.0,23.74,6.51,0,1,0,0,318.15
79.0,17.4,4.55,1,0,0,0,282.69
23.0,7.57,1.34,0,0,1,0,79.2
96.0,33.98,6.0,1,0,0,0,347.49
70.0,29.75,4.84,0,0,0,1,245.16
95.0,27.61,5.97,0,0,1,0,342.37
75.0,28.1,6.64,1,0,0,0,265.47
62.0,22.16,1.17,1,0,0,0,223.04
99.0,34.85,4.44,0,0,1,0,351.07
33.0,20.9,5.87,0,0,0,1,114.93
16.0,6.35,5.65,0,0,0,1,64.56
49.0,15.76,2.76,1,0,0,0,179.39
14.0,4.27,1.71,0,0,0,1,49.11
72.0,26.13,2.5,0,1,0,0,258.43
63.0,24.34,3.65,0,1,0,0,223.24
66.0,20.89,4.73,0,0,1,0,237.11
76.0,18.63,3.88,1,0,0,0,271.13
88.0,35.51,5.87,1,0,0,0,311.51
25.0,7.69,0.57,0,1,0,0,87.9
76.0,16.71,1.79,0,1,0,0,269.74
20.0,4.64,5.11,0,0,1,0,72.47
19.0,4.91,3.26,0,0,0,1,66.57
15.0,3.77,0.14,0,0,0,1,55.67
14.0,5.48,2.25,1,0,0,0,49.66
24.0,11.8,5.56,1,0,0,0,82.13
75.0,31.23,4.87,0,1,0,0,262.65
27.0,3.35,0.78,0,1,0,0,93.2
14.0,2.47,1.03,0,0,0,1,49.77
72.0,18.16,3.38,1,0,0,0,254.46
72.0,8.62,2.56,0,0,1,0,256.17
82.0,33.97,9.13,0,1,0,0,294.97
66.0,18.74,3.01,0,0,1,0,234.78
83.0,26.02,4.82,0,0,0,1,295.05
61.0,11.74,1.04,1,0,0,0,218.97
64.0,13.46,1.85,0,1,0,0,229.5
18.0,6.5,1.63,0,0,0,1,59.64
61.0,26.15,1.87,0,0,0,1,219.08
34.0,12.35,6.24,0,1,0,0,118.33
68.0,29.3,0.67,0,0,0,1,238.68
30.0,9.25,1.38,0,0,1,0,106.92
48.0,14.3,1.59,0,1,0,0,167.86
22.0,2.69,2.78,1,0,0,0,84.12
25.0,11.13,2.88,0,0,0,1,89.41
88.0,31.64,4.55,0,0,0,1,310.48
78.0,19.52,1.82,0,0,1,0,282.93
10.0,3.99,0.03,1,0,0,0,38.68
20.0,9.0,0.68,1,0,0,0,65.54
38.0,9.61,0.27,0,0,1,0,137.57
51.0,23.06,4.31,0,0,1,0,177.5
89.0,21.77,2.19,0,0,1,0,317.47
40.0,9.79,5.12,0,0,1,0,141.26
38.0,22.38,5.52,0,0,0,1,134.19
44.0,16.23,0.81,0,0,0,1,161.45
99.0,32.67,1.8,0,0,1,0,349.38
36.0,10.6,3.56,0,0,1,0,135.36
14.0,1.3,2.52,0,1,0,0,49.65
41.0,9.63,3.04,1,0,0,0,146.95
43.0,4.25,1.18,0,0,1,0,151.64
34.0,8.35,0.26,0,0,1,0,114.38
75.0,28.56,4.74,0,0,1,0,264.79
39.0,11.38,1.56,0,0,1,0,143.6
56.0,24.4,7.61,0,0,1,0,210.57
30.0,5.93,3.88,0,1,0,0,104.58
80.0,27.71,7.42,0,0,0,1,286.53
15.0,7.09,3.52,0,1,0,0,54.93
25.0,11.1,0.34,0,0,1,0,90.71
49.0,10.06,3.47,0,0,1,0,179.13
93.0,25.99,4.66,1,0,0,0,333.32
54.0,21.74,5.2,0,0,0,1,188.36
22.0,4.85,0.02,0,0,1,0,80.92
46.0,19.51,3.11,0,1,0,0,163.23
30.0,10.56,3.12,0,1,0,0,108.65
40.0,19.53,2.76,0,0,1,0,140.73
11.0,1.77,1.88,0,0,0,1,40.82
18.0,11.61,1.59,0,0,1,0,63.09
97.0,27.2,8.99,0,0,0,1,343.77
79.0,17.94,2.62,1,0,0,0,277.91
44.0,17.27,4.42,0,0,1,0,158.57
88.0,31.53,4.7,0,0,1,0,312.58
29.0,15.36,6.63,0,0,1,0,107.0
40.0,15.22,2.53,0,0,1,0,143.54
32.0,11.0,0.74,0,0,1,0,111.45
65.0,18.06,1.51,0,1,0,0,231.3
13.0,13.86,1.78,0,1,0,0,45.81
45.0,10.97,0.17,1,0,0,0,155.5
80.0,23.63,4.26,1,0,0,0,282.86
76.0,18.67,2.12,0,0,0,1,271.83
90.0,32.04,2.23,0,0,0,1,316.37
32.0,12.97,5.11,0,0,0,1,117.1
52.0,12.81,3.97,0,0,1,0,182.98
24.0,5.1,2.83,0,0,0,1,82.4
15.0,7.03,4.3,1,0,0,0,53.63
10.0,4.95,2.04,1,0,0,0,37.94
59.0,17.56,2.19,0,0,1,0,210.81
47.0,7.62,2.27,0,0,1,0,163.34
77.0,31.42,5.67,0,1,0,0,272.41
29.0,12.87,5.14,1,0,0,0,100.28
38.0,16.85,3.98,0,1,0,0,142.22
48.0,10.37,2.61,0,0,1,0,166.2
30.0,21.1,7.97,0,1,0,0,108.3
36.0,7.87,1.16,0,1,0,0,129.36
86.0,30.73,3.69,1,0,0,0,307.3
70.0,17.12,0.3,0,0,1,0,250.73
86.0,21.65,0.4,0,0,0,1,309.67
21.0,10.86,1.32,0,1,0,0,75.89
81.0,22.41,2.19,0,0,0,1,287.64
41.0,13.32,5.09,0,1,0,0,141.31
76.0,29.04,1.68,0,0,1,0,273.97
57.0,25.32,3.52,0,0,0,1,203.77
98.0,26.19,0.68,0,1,0,0,345.96
72.0,22.29,2.96,1,0,0,0,254.38
99.0,41.96,9.48,0,1,0,0,357.39
23.0,5.56,0.33,0,0,0,1,82.65
10.0,1.29,0.13,1,0,0,0,41.21
27.0,5.6,1.58,1,0,0,0,98.55
87.0,27.02,1.8,0,0,1,0,309.14
53.0,14.34,1.01,0,0,0,1,187.44
80.0,18.87,2.04,0,0,0,1,281.5
63.0,18.44,0.95,1,0,0,0,220.34
42.0,23.24,3.82,0,0,0,1,147.23
70.0,21.55,2.03,0,0,1,0,247.15
64.0,22.36,2.55,0,1,0,0,226.99
75.0,27.71,2.23,1,0,0,0,266.91
22.0,0.22,2.29,1,0,0,0,78.0
82.0,26.01,4.8,0,0,1,0,290.46
66.0,29.89,5.67,0,1,0,0,230.67
28.0,14.08,5.97,0,0,0,1,97.32
74.0,26.88,3.52,0,0,1,0,265.14
29.0,6.28,4.0,0,1,0,0,103.31
32.0,9.29,1.17,0,1,0,0,113.13
23.0,5.94,0.57,1,0,0,0,80.3
17.0,6.78,2.37,0,0,0,1,61.9
76.0,30.99,8.3,0,0,0,1,268.39
10.0,7.11,0.36,1,0,0,0,35.87
